1418981326.693	participantNumber	1	""
1418981326.696	participantGender	Male	""
1418981326.696	participantAge		""
.214	browser	focus	""
.445	mail	focus	""
.566	start conditie	false_true	""
1.495	mail	select	"10"
2.584	mail	loaded	"11"
3.261	mail	loaded	"11"
12.704	browser	focus	""
12.770	browser	linkRequest1	"questionI1.html"
12.775	browser	link1	"questionI1.html"
14.118	mail	select	"54"
14.120	mail	focus	""
16.116	mail	loaded	"51"
16.579	mail	loaded	"51"
